Pokemon, Number, height, weight, HP, Attack, Defense, Sp. Atk, Sp. Def, Speed, total, Sprite
Scraggy,559,0.6,11.8,50,75,70,35,70,48,348,https://play.pokemonshowdown.com/sprites/gen5/scraggy.png
Scrafty,560,1.1,30,65,90,115,45,115,58,488,https://play.pokemonshowdown.com/sprites/gen5/scrafty.png
Sigilyph,561,1.4,14,72,58,80,103,80,97,490,https://play.pokemonshowdown.com/sprites/gen5/sigilyph.png
Yamask,562,0.5,1.5,38,30,85,55,65,30,303,https://play.pokemonshowdown.com/sprites/gen5/yamask.png
Yamask-Galar,562,0.5,1.5,38,55,85,30,65,30,303,https://play.pokemonshowdown.com/sprites/gen5/yamask-galar.png
Cofagrigus,563,1.7,76.5,58,50,145,95,105,30,483,https://play.pokemonshowdown.com/sprites/gen5/cofagrigus.png
Tirtouga,564,0.7,16.5,54,78,103,53,45,22,355,https://play.pokemonshowdown.com/sprites/gen5/tirtouga.png
Carracosta,565,1.2,81,74,108,133,83,65,32,495,https://play.pokemonshowdown.com/sprites/gen5/carracosta.png
Archen,566,0.5,9.5,55,112,45,74,45,70,401,https://play.pokemonshowdown.com/sprites/gen5/archen.png
Archeops,567,1.4,32,75,140,65,112,65,110,567,https://play.pokemonshowdown.com/sprites/gen5/archeops.png
Trubbish,568,0.6,31,50,50,62,40,62,65,329,https://play.pokemonshowdown.com/sprites/gen5/trubbish.png
Garbodor,569,1.9,107.3,80,95,82,60,82,75,474,https://play.pokemonshowdown.com/sprites/gen5/garbodor.png
Zorua,570,0.7,12.5,40,65,40,80,40,65,330,https://play.pokemonshowdown.com/sprites/gen5/zorua.png
Zorua-Hisui,570,0.7,12.5,35,60,40,85,40,70,330,https://play.pokemonshowdown.com/sprites/gen5/zorua-hisui.png
Zoroark,571,1.6,81.1,60,105,60,120,60,105,510,https://play.pokemonshowdown.com/sprites/gen5/zoroark.png
Zoroark-Hisui,571,1.6,73,55,100,60,125,60,110,510,https://play.pokemonshowdown.com/sprites/gen5/zoroark-hisui.png
Minccino,572,0.4,5.8,55,50,40,40,40,75,300,https://play.pokemonshowdown.com/sprites/gen5/minccino.png
Cinccino,573,0.5,7.5,75,95,60,65,60,115,470,https://play.pokemonshowdown.com/sprites/gen5/cinccino.png
Gothita,574,0.4,5.8,45,30,50,55,65,45,290,https://play.pokemonshowdown.com/sprites/gen5/gothita.png
Gothorita,575,0.7,18,60,45,70,75,85,55,390,https://play.pokemonshowdown.com/sprites/gen5/gothorita.png
Gothitelle,576,1.5,44,70,55,95,95,110,65,490,https://play.pokemonshowdown.com/sprites/gen5/gothitelle.png
Solosis,577,0.3,1,45,30,40,105,50,20,290,https://play.pokemonshowdown.com/sprites/gen5/solosis.png
Duosion,578,0.6,8,65,40,50,125,60,30,370,https://play.pokemonshowdown.com/sprites/gen5/duosion.png
Reuniclus,579,1,20.1,110,65,75,125,85,30,490,https://play.pokemonshowdown.com/sprites/gen5/reuniclus.png
Ducklett,580,0.5,5.5,62,44,50,44,50,55,305,https://play.pokemonshowdown.com/sprites/gen5/ducklett.png
Swanna,581,1.3,24.2,75,87,63,87,63,98,473,https://play.pokemonshowdown.com/sprites/gen5/swanna.png
Vanillite,582,0.4,5.7,36,50,50,65,60,44,305,https://play.pokemonshowdown.com/sprites/gen5/vanillite.png
Vanillish,583,1.1,41,51,65,65,80,75,59,395,https://play.pokemonshowdown.com/sprites/gen5/vanillish.png
Vanilluxe,584,1.3,57.5,71,95,85,110,95,79,535,https://play.pokemonshowdown.com/sprites/gen5/vanilluxe.png
Deerling,585,0.6,19.5,60,60,50,40,50,75,335,https://play.pokemonshowdown.com/sprites/gen5/deerling.png
Sawsbuck,586,1.9,92.5,80,100,70,60,70,95,475,https://play.pokemonshowdown.com/sprites/gen5/sawsbuck.png
Emolga,587,0.4,5,55,75,60,75,60,103,428,https://play.pokemonshowdown.com/sprites/gen5/emolga.png
Karrablast,588,0.5,5.9,50,75,45,40,45,60,315,https://play.pokemonshowdown.com/sprites/gen5/karrablast.png
Escavalier,589,1,33,70,135,105,60,105,20,495,https://play.pokemonshowdown.com/sprites/gen5/escavalier.png
Foongus,590,0.2,1,69,55,45,55,55,15,294,https://play.pokemonshowdown.com/sprites/gen5/foongus.png
Amoonguss,591,0.6,10.5,114,85,70,85,80,30,464,https://play.pokemonshowdown.com/sprites/gen5/amoonguss.png
Frillish,592,1.2,33,55,40,50,65,85,40,335,https://play.pokemonshowdown.com/sprites/gen5/frillish.png
Jellicent,593,2.2,135,100,60,70,85,105,60,480,https://play.pokemonshowdown.com/sprites/gen5/jellicent.png
Alomomola,594,1.2,31.6,165,75,80,40,45,65,470,https://play.pokemonshowdown.com/sprites/gen5/alomomola.png
Joltik,595,0.1,0.6,50,47,50,57,50,65,319,https://play.pokemonshowdown.com/sprites/gen5/joltik.png
Galvantula,596,0.8,14.3,70,77,60,97,60,108,472,https://play.pokemonshowdown.com/sprites/gen5/galvantula.png
Ferroseed,597,0.6,18.8,44,50,91,24,86,10,305,https://play.pokemonshowdown.com/sprites/gen5/ferroseed.png
Ferrothorn,598,1,110,74,94,131,54,116,20,489,https://play.pokemonshowdown.com/sprites/gen5/ferrothorn.png
Klink,599,0.3,21,40,55,70,45,60,30,300,https://play.pokemonshowdown.com/sprites/gen5/klink.png
Klang,600,0.6,51,60,80,95,70,85,50,440,https://play.pokemonshowdown.com/sprites/gen5/klang.png
Klinklang,601,0.6,81,60,100,115,70,85,90,520,https://play.pokemonshowdown.com/sprites/gen5/klinklang.png
Tynamo,602,0.2,0.3,35,55,40,45,40,60,275,https://play.pokemonshowdown.com/sprites/gen5/tynamo.png
Eelektrik,603,1.2,22,65,85,70,75,70,40,405,https://play.pokemonshowdown.com/sprites/gen5/eelektrik.png
Eelektross,604,2.1,80.5,85,115,80,105,80,50,515,https://play.pokemonshowdown.com/sprites/gen5/eelektross.png
Elgyem,605,0.5,9,55,55,55,85,55,30,335,https://play.pokemonshowdown.com/sprites/gen5/elgyem.png
Beheeyem,606,1,34.5,75,75,75,125,95,40,485,https://play.pokemonshowdown.com/sprites/gen5/beheeyem.png
Litwick,607,0.3,3.1,50,30,55,65,55,20,275,https://play.pokemonshowdown.com/sprites/gen5/litwick.png
Lampent,608,0.6,13,60,40,60,95,60,55,370,https://play.pokemonshowdown.com/sprites/gen5/lampent.png
Chandelure,609,1,34.3,60,55,90,145,90,80,520,https://play.pokemonshowdown.com/sprites/gen5/chandelure.png
Axew,610,0.6,18,46,87,60,30,40,57,320,https://play.pokemonshowdown.com/sprites/gen5/axew.png
Fraxure,611,1,36,66,117,70,40,50,67,410,https://play.pokemonshowdown.com/sprites/gen5/fraxure.png
Haxorus,612,1.8,105.5,76,147,90,60,70,97,540,https://play.pokemonshowdown.com/sprites/gen5/haxorus.png
Cubchoo,613,0.5,8.5,55,70,40,60,40,40,305,https://play.pokemonshowdown.com/sprites/gen5/cubchoo.png
Beartic,614,2.6,260,95,130,80,70,80,50,505,https://play.pokemonshowdown.com/sprites/gen5/beartic.png
Cryogonal,615,1.1,148,80,50,50,95,135,105,515,https://play.pokemonshowdown.com/sprites/gen5/cryogonal.png
Shelmet,616,0.4,7.7,50,40,85,40,65,25,305,https://play.pokemonshowdown.com/sprites/gen5/shelmet.png
Accelgor,617,0.8,25.3,80,70,40,100,60,145,495,https://play.pokemonshowdown.com/sprites/gen5/accelgor.png
Stunfisk,618,0.7,11,109,66,84,81,99,32,471,https://play.pokemonshowdown.com/sprites/gen5/stunfisk.png
Stunfisk-Galar,618,0.7,20.5,109,81,99,66,84,32,471,https://play.pokemonshowdown.com/sprites/gen5/stunfisk-galar.png
Mienfoo,619,0.9,20,45,85,50,55,50,65,350,https://play.pokemonshowdown.com/sprites/gen5/mienfoo.png
Mienshao,620,1.4,35.5,65,125,60,95,60,105,510,https://play.pokemonshowdown.com/sprites/gen5/mienshao.png
Druddigon,621,1.6,139,77,120,90,60,90,48,485,https://play.pokemonshowdown.com/sprites/gen5/druddigon.png
Golett,622,1,92,59,74,50,35,50,35,303,https://play.pokemonshowdown.com/sprites/gen5/golett.png
Golurk,623,2.8,330,89,124,80,55,80,55,483,https://play.pokemonshowdown.com/sprites/gen5/golurk.png
Pawniard,624,0.5,10.2,45,85,70,40,40,60,340,https://play.pokemonshowdown.com/sprites/gen5/pawniard.png
Bisharp,625,1.6,70,65,125,100,60,70,70,490,https://play.pokemonshowdown.com/sprites/gen5/bisharp.png
Bouffalant,626,1.6,94.6,95,110,95,40,95,55,490,https://play.pokemonshowdown.com/sprites/gen5/bouffalant.png
Rufflet,627,0.5,10.5,70,83,50,37,50,60,350,https://play.pokemonshowdown.com/sprites/gen5/rufflet.png
Braviary,628,1.5,41,100,123,75,57,75,80,510,https://play.pokemonshowdown.com/sprites/gen5/braviary.png
Braviary-Hisui,628,1.7,43.4,110,83,70,112,70,65,510,https://play.pokemonshowdown.com/sprites/gen5/braviary-hisui.png
Vullaby,629,0.5,9,70,55,75,45,65,60,370,https://play.pokemonshowdown.com/sprites/gen5/vullaby.png
Mandibuzz,630,1.2,39.5,110,65,105,55,95,80,510,https://play.pokemonshowdown.com/sprites/gen5/mandibuzz.png
Heatmor,631,1.4,58,85,97,66,105,66,65,484,https://play.pokemonshowdown.com/sprites/gen5/heatmor.png
Durant,632,0.3,33,58,109,112,48,48,109,484,https://play.pokemonshowdown.com/sprites/gen5/durant.png
Deino,633,0.8,17.3,52,65,50,45,50,38,300,https://play.pokemonshowdown.com/sprites/gen5/deino.png
Zweilous,634,1.4,50,72,85,70,65,70,58,420,https://play.pokemonshowdown.com/sprites/gen5/zweilous.png
Hydreigon,635,1.8,160,92,105,90,125,90,98,600,https://play.pokemonshowdown.com/sprites/gen5/hydreigon.png
Larvesta,636,1.1,28.8,55,85,55,50,55,60,360,https://play.pokemonshowdown.com/sprites/gen5/larvesta.png
Volcarona,637,1.6,46,85,60,65,135,105,100,550,https://play.pokemonshowdown.com/sprites/gen5/volcarona.png
Cobalion,638,2.1,250,91,90,129,90,72,108,580,https://play.pokemonshowdown.com/sprites/gen5/cobalion.png
Terrakion,639,1.9,260,91,129,90,72,90,108,580,https://play.pokemonshowdown.com/sprites/gen5/terrakion.png
Virizion,640,2,200,91,90,72,90,129,108,580,https://play.pokemonshowdown.com/sprites/gen5/virizion.png
Tornadus,641,1.5,63,79,115,70,125,80,111,580,https://play.pokemonshowdown.com/sprites/gen5/tornadus.png
Thundurus,642,1.5,61,79,115,70,125,80,111,580,https://play.pokemonshowdown.com/sprites/gen5/thundurus.png
Reshiram,643,3.2,330,100,120,100,150,120,90,680,https://play.pokemonshowdown.com/sprites/gen5/reshiram.png
Zekrom,644,2.9,345,100,150,120,120,100,90,680,https://play.pokemonshowdown.com/sprites/gen5/zekrom.png
Landorus,645,1.5,68,89,125,90,115,80,101,600,https://play.pokemonshowdown.com/sprites/gen5/landorus.png
Kyurem,646,3,325,125,130,90,130,90,95,660,https://play.pokemonshowdown.com/sprites/gen5/kyurem.png
Keldeo,647,1.4,48.5,91,72,90,129,90,108,580,https://play.pokemonshowdown.com/sprites/gen5/keldeo.png
Meloetta,648,0.6,6.5,100,77,77,128,128,90,600,https://play.pokemonshowdown.com/sprites/gen5/meloetta.png
Genesect,649,1.5,82.5,71,120,95,120,95,99,600,https://play.pokemonshowdown.com/sprites/gen5/genesect.png
