Pokemon, Number, height, weight, HP, Attack, Defense, Sp. Atk, Sp. Def, Speed, total, Sprite
Pineco,204,0.6,7.2,50,65,90,35,35,15,290,https://play.pokemonshowdown.com/sprites/gen5/pineco.png
Forretress,205,1.2,125.8,75,90,140,60,60,40,465,https://play.pokemonshowdown.com/sprites/gen5/forretress.png
Dunsparce,206,1.5,14,100,70,70,65,65,45,415,https://play.pokemonshowdown.com/sprites/gen5/dunsparce.png
Gligar,207,1.1,64.8,65,75,105,35,65,85,430,https://play.pokemonshowdown.com/sprites/gen5/gligar.png
Steelix,208,9.2,400,75,85,200,55,65,30,510,https://play.pokemonshowdown.com/sprites/gen5/steelix.png
Snubbull,209,0.6,7.8,60,80,50,40,40,30,300,https://play.pokemonshowdown.com/sprites/gen5/snubbull.png
Granbull,210,1.4,48.7,90,120,75,60,60,45,450,https://play.pokemonshowdown.com/sprites/gen5/granbull.png
Qwilfish,211,0.5,3.9,65,95,85,55,55,85,440,https://play.pokemonshowdown.com/sprites/gen5/qwilfish.png
Qwilfish-Hisui,211,0.5,3.9,65,95,85,55,55,85,440,https://play.pokemonshowdown.com/sprites/gen5/qwilfish-hisui.png
Scizor,212,1.8,118,70,130,100,55,80,65,500,https://play.pokemonshowdown.com/sprites/gen5/scizor.png
Shuckle,213,0.6,20.5,20,10,230,10,230,5,505,https://play.pokemonshowdown.com/sprites/gen5/shuckle.png
Heracross,214,1.5,54,80,125,75,40,95,85,500,https://play.pokemonshowdown.com/sprites/gen5/heracross.png
Sneasel,215,0.9,28,55,95,55,35,75,115,430,https://play.pokemonshowdown.com/sprites/gen5/sneasel.png
Sneasel-Hisui,215,0.9,27,55,95,55,35,75,115,430,https://play.pokemonshowdown.com/sprites/gen5/sneasel-hisui.png
Teddiursa,216,0.6,8.8,60,80,50,50,50,40,330,https://play.pokemonshowdown.com/sprites/gen5/teddiursa.png
Ursaring,217,1.8,125.8,90,130,75,75,75,55,500,https://play.pokemonshowdown.com/sprites/gen5/ursaring.png
Slugma,218,0.7,35,40,40,40,70,40,20,250,https://play.pokemonshowdown.com/sprites/gen5/slugma.png
Magcargo,219,0.8,55,60,50,120,90,80,30,430,https://play.pokemonshowdown.com/sprites/gen5/magcargo.png
Swinub,220,0.4,6.5,50,50,40,30,30,50,250,https://play.pokemonshowdown.com/sprites/gen5/swinub.png
Piloswine,221,1.1,55.8,100,100,80,60,60,50,450,https://play.pokemonshowdown.com/sprites/gen5/piloswine.png
Corsola,222,0.6,5,65,55,95,65,95,35,410,https://play.pokemonshowdown.com/sprites/gen5/corsola.png
Corsola-Galar,222,0.6,0.5,60,55,100,65,100,30,410,https://play.pokemonshowdown.com/sprites/gen5/corsola-galar.png
Remoraid,223,0.6,12,35,65,35,65,35,65,300,https://play.pokemonshowdown.com/sprites/gen5/remoraid.png
Octillery,224,0.9,28.5,75,105,75,105,75,45,480,https://play.pokemonshowdown.com/sprites/gen5/octillery.png
Delibird,225,0.9,16,45,55,45,65,45,75,330,https://play.pokemonshowdown.com/sprites/gen5/delibird.png
Mantine,226,2.1,220,85,40,70,80,140,70,485,https://play.pokemonshowdown.com/sprites/gen5/mantine.png
Skarmory,227,1.7,50.5,65,80,140,40,70,70,465,https://play.pokemonshowdown.com/sprites/gen5/skarmory.png
Houndour,228,0.6,10.8,45,60,30,80,50,65,330,https://play.pokemonshowdown.com/sprites/gen5/houndour.png
Houndoom,229,1.4,35,75,90,50,110,80,95,500,https://play.pokemonshowdown.com/sprites/gen5/houndoom.png
Kingdra,230,1.8,152,75,95,95,95,95,85,540,https://play.pokemonshowdown.com/sprites/gen5/kingdra.png
Phanpy,231,0.5,33.5,90,60,60,40,40,40,330,https://play.pokemonshowdown.com/sprites/gen5/phanpy.png
Donphan,232,1.1,120,90,120,120,60,60,50,500,https://play.pokemonshowdown.com/sprites/gen5/donphan.png
Porygon2,233,0.6,32.5,85,80,90,105,95,60,515,https://play.pokemonshowdown.com/sprites/gen5/porygon2.png
Stantler,234,1.4,71.2,73,95,62,85,65,85,465,https://play.pokemonshowdown.com/sprites/gen5/stantler.png
Smeargle,235,1.2,58,55,20,35,20,45,75,250,https://play.pokemonshowdown.com/sprites/gen5/smeargle.png
Tyrogue,236,0.7,21,35,35,35,35,35,35,210,https://play.pokemonshowdown.com/sprites/gen5/tyrogue.png
Hitmontop,237,1.4,48,50,95,95,35,110,70,455,https://play.pokemonshowdown.com/sprites/gen5/hitmontop.png
Smoochum,238,0.4,6,45,30,15,85,65,65,305,https://play.pokemonshowdown.com/sprites/gen5/smoochum.png
Elekid,239,0.6,23.5,45,63,37,65,55,95,360,https://play.pokemonshowdown.com/sprites/gen5/elekid.png
Magby,240,0.7,21.4,45,75,37,70,55,83,365,https://play.pokemonshowdown.com/sprites/gen5/magby.png
Miltank,241,1.2,75.5,95,80,105,40,70,100,490,https://play.pokemonshowdown.com/sprites/gen5/miltank.png
Blissey,242,1.5,46.8,255,10,10,75,135,55,540,https://play.pokemonshowdown.com/sprites/gen5/blissey.png
Raikou,243,1.9,178,90,85,75,115,100,115,580,https://play.pokemonshowdown.com/sprites/gen5/raikou.png
Entei,244,2.1,198,115,115,85,90,75,100,580,https://play.pokemonshowdown.com/sprites/gen5/entei.png
Suicune,245,2,187,100,75,115,90,115,85,580,https://play.pokemonshowdown.com/sprites/gen5/suicune.png
Larvitar,246,0.6,72,50,64,50,45,50,41,300,https://play.pokemonshowdown.com/sprites/gen5/larvitar.png
Pupitar,247,1.2,152,70,84,70,65,70,51,410,https://play.pokemonshowdown.com/sprites/gen5/pupitar.png
Tyranitar,248,2,202,100,134,110,95,100,61,600,https://play.pokemonshowdown.com/sprites/gen5/tyranitar.png
Lugia,249,5.2,216,106,90,130,90,154,110,680,https://play.pokemonshowdown.com/sprites/gen5/lugia.png
Ho-Oh,250,3.8,199,106,130,90,110,154,90,680,https://play.pokemonshowdown.com/sprites/gen5/hooh.png
Celebi,251,0.6,5,100,100,100,100,100,100,600,https://play.pokemonshowdown.com/sprites/gen5/celebi.png
