Pokemon, Number, height, weight, HP, Attack, Defense, Sp. Atk, Sp. Def, Speed, total, Sprite
Hippopotas,449,0.8,49.5,68,72,78,38,42,32,330,https://play.pokemonshowdown.com/sprites/gen5/hippopotas.png
Hippowdon,450,2,300,108,112,118,68,72,47,525,https://play.pokemonshowdown.com/sprites/gen5/hippowdon.png
Skorupi,451,0.8,12,40,50,90,30,55,65,330,https://play.pokemonshowdown.com/sprites/gen5/skorupi.png
Drapion,452,1.3,61.5,70,90,110,60,75,95,500,https://play.pokemonshowdown.com/sprites/gen5/drapion.png
Croagunk,453,0.7,23,48,61,40,61,40,50,300,https://play.pokemonshowdown.com/sprites/gen5/croagunk.png
Toxicroak,454,1.3,44.4,83,106,65,86,65,85,490,https://play.pokemonshowdown.com/sprites/gen5/toxicroak.png
Carnivine,455,1.4,27,74,100,72,90,72,46,454,https://play.pokemonshowdown.com/sprites/gen5/carnivine.png
Finneon,456,0.4,7,49,49,56,49,61,66,330,https://play.pokemonshowdown.com/sprites/gen5/finneon.png
Lumineon,457,1.2,24,69,69,76,69,86,91,460,https://play.pokemonshowdown.com/sprites/gen5/lumineon.png
Mantyke,458,1,65,45,20,50,60,120,50,345,https://play.pokemonshowdown.com/sprites/gen5/mantyke.png
Snover,459,1,50.5,60,62,50,62,60,40,334,https://play.pokemonshowdown.com/sprites/gen5/snover.png
Abomasnow,460,2.2,135.5,90,92,75,92,85,60,494,https://play.pokemonshowdown.com/sprites/gen5/abomasnow.png
Weavile,461,1.1,34,70,120,65,45,85,125,510,https://play.pokemonshowdown.com/sprites/gen5/weavile.png
Magnezone,462,1.2,180,70,70,115,130,90,60,535,https://play.pokemonshowdown.com/sprites/gen5/magnezone.png
Lickilicky,463,1.7,140,110,85,95,80,95,50,515,https://play.pokemonshowdown.com/sprites/gen5/lickilicky.png
Rhyperior,464,2.4,282.8,115,140,130,55,55,40,535,https://play.pokemonshowdown.com/sprites/gen5/rhyperior.png
Tangrowth,465,2,128.6,100,100,125,110,50,50,535,https://play.pokemonshowdown.com/sprites/gen5/tangrowth.png
Electivire,466,1.8,138.6,75,123,67,95,85,95,540,https://play.pokemonshowdown.com/sprites/gen5/electivire.png
Magmortar,467,1.6,68,75,95,67,125,95,83,540,https://play.pokemonshowdown.com/sprites/gen5/magmortar.png
Togekiss,468,1.5,38,85,50,95,120,115,80,545,https://play.pokemonshowdown.com/sprites/gen5/togekiss.png
Yanmega,469,1.9,51.5,86,76,86,116,56,95,515,https://play.pokemonshowdown.com/sprites/gen5/yanmega.png
Leafeon,470,1,25.5,65,110,130,60,65,95,525,https://play.pokemonshowdown.com/sprites/gen5/leafeon.png
Glaceon,471,0.8,25.9,65,60,110,130,95,65,525,https://play.pokemonshowdown.com/sprites/gen5/glaceon.png
Gliscor,472,2,42.5,75,95,125,45,75,95,510,https://play.pokemonshowdown.com/sprites/gen5/gliscor.png
Mamoswine,473,2.5,291,110,130,80,70,60,80,530,https://play.pokemonshowdown.com/sprites/gen5/mamoswine.png
Porygon-Z,474,0.9,34,85,80,70,135,75,90,535,https://play.pokemonshowdown.com/sprites/gen5/porygonz.png
Gallade,475,1.6,52,68,125,65,65,115,80,518,https://play.pokemonshowdown.com/sprites/gen5/gallade.png
Probopass,476,1.4,340,60,55,145,75,150,40,525,https://play.pokemonshowdown.com/sprites/gen5/probopass.png
Dusknoir,477,2.2,106.6,45,100,135,65,135,45,525,https://play.pokemonshowdown.com/sprites/gen5/dusknoir.png
Froslass,478,1.3,26.6,70,80,70,80,70,110,480,https://play.pokemonshowdown.com/sprites/gen5/froslass.png
Rotom,479,0.3,0.3,50,50,77,95,77,91,440,https://play.pokemonshowdown.com/sprites/gen5/rotom.png
Uxie,480,0.3,0.3,75,75,130,75,130,95,580,https://play.pokemonshowdown.com/sprites/gen5/uxie.png
Mesprit,481,0.3,0.3,80,105,105,105,105,80,580,https://play.pokemonshowdown.com/sprites/gen5/mesprit.png
Azelf,482,0.3,0.3,75,125,70,125,70,115,580,https://play.pokemonshowdown.com/sprites/gen5/azelf.png
Dialga,483,5.4,683,100,120,120,150,100,90,680,https://play.pokemonshowdown.com/sprites/gen5/dialga.png
Palkia,484,4.2,336,90,120,100,150,120,100,680,https://play.pokemonshowdown.com/sprites/gen5/palkia.png
Heatran,485,1.7,430,91,90,106,130,106,77,600,https://play.pokemonshowdown.com/sprites/gen5/heatran.png
Regigigas,486,3.7,420,110,160,110,80,110,100,670,https://play.pokemonshowdown.com/sprites/gen5/regigigas.png
Giratina,487,4.5,750,150,100,120,100,120,90,680,https://play.pokemonshowdown.com/sprites/gen5/giratina.png
Cresselia,488,1.5,85.6,120,70,110,75,120,85,580,https://play.pokemonshowdown.com/sprites/gen5/cresselia.png
Phione,489,0.4,3.1,80,80,80,80,80,80,480,https://play.pokemonshowdown.com/sprites/gen5/phione.png
Manaphy,490,0.3,1.4,100,100,100,100,100,100,600,https://play.pokemonshowdown.com/sprites/gen5/manaphy.png
Darkrai,491,1.5,50.5,70,90,90,135,90,125,600,https://play.pokemonshowdown.com/sprites/gen5/darkrai.png
Shaymin,492,0.2,2.1,100,100,100,100,100,100,600,https://play.pokemonshowdown.com/sprites/gen5/shaymin.png
Arceus,493,3.2,320,120,120,120,120,120,120,720,https://play.pokemonshowdown.com/sprites/gen5/arceus.png
