Pokemon, Number, height, weight, HP, Attack, Defense, Sp. Atk, Sp. Def, Speed, total, Sprite
Jigglypuff,39,0.5,5.5,115,45,20,45,25,20,270,https://play.pokemonshowdown.com/sprites/gen5/jigglypuff.png
Wigglytuff,40,1,12,140,70,45,85,50,45,435,https://play.pokemonshowdown.com/sprites/gen5/wigglytuff.png
Zubat,41,0.8,7.5,40,45,35,30,40,55,245,https://play.pokemonshowdown.com/sprites/gen5/zubat.png
Golbat,42,1.6,55,75,80,70,65,75,90,455,https://play.pokemonshowdown.com/sprites/gen5/golbat.png
Oddish,43,0.5,5.4,45,50,55,75,65,30,320,https://play.pokemonshowdown.com/sprites/gen5/oddish.png
Gloom,44,0.8,8.6,60,65,70,85,75,40,395,https://play.pokemonshowdown.com/sprites/gen5/gloom.png
Vileplume,45,1.2,18.6,75,80,85,110,90,50,490,https://play.pokemonshowdown.com/sprites/gen5/vileplume.png
Paras,46,0.3,5.4,35,70,55,45,55,25,285,https://play.pokemonshowdown.com/sprites/gen5/paras.png
Parasect,47,1,29.5,60,95,80,60,80,30,405,https://play.pokemonshowdown.com/sprites/gen5/parasect.png
Venonat,48,1,30,60,55,50,40,55,45,305,https://play.pokemonshowdown.com/sprites/gen5/venonat.png
Venomoth,49,1.5,12.5,70,65,60,90,75,90,450,https://play.pokemonshowdown.com/sprites/gen5/venomoth.png
Diglett,50,0.2,0.8,10,55,25,35,45,95,265,https://play.pokemonshowdown.com/sprites/gen5/diglett.png
Diglett-Alola,50,0.2,1,10,55,30,35,45,90,265,https://play.pokemonshowdown.com/sprites/gen5/diglett-alola.png
Dugtrio,51,0.7,33.3,35,100,50,50,70,120,425,https://play.pokemonshowdown.com/sprites/gen5/dugtrio.png
Dugtrio-Alola,51,0.7,66.6,35,100,60,50,70,110,425,https://play.pokemonshowdown.com/sprites/gen5/dugtrio-alola.png
Meowth,52,0.4,4.2,40,45,35,40,40,90,290,https://play.pokemonshowdown.com/sprites/gen5/meowth.png
Meowth-Alola,52,0.4,4.2,40,35,35,50,40,90,290,https://play.pokemonshowdown.com/sprites/gen5/meowth-alola.png
Meowth-Galar,52,0.4,7.5,50,65,55,40,40,40,290,https://play.pokemonshowdown.com/sprites/gen5/meowth-galar.png
Persian,53,1,32,65,70,60,65,65,115,440,https://play.pokemonshowdown.com/sprites/gen5/persian.png
Persian-Alola,53,1.1,33,65,60,60,75,65,115,440,https://play.pokemonshowdown.com/sprites/gen5/persian-alola.png
Psyduck,54,0.8,19.6,50,52,48,65,50,55,320,https://play.pokemonshowdown.com/sprites/gen5/psyduck.png
Golduck,55,1.7,76.6,80,82,78,95,80,85,500,https://play.pokemonshowdown.com/sprites/gen5/golduck.png
Mankey,56,0.5,28,40,80,35,35,45,70,305,https://play.pokemonshowdown.com/sprites/gen5/mankey.png
Primeape,57,1,32,65,105,60,60,70,95,455,https://play.pokemonshowdown.com/sprites/gen5/primeape.png
Growlithe,58,0.7,19,55,70,45,70,50,60,350,https://play.pokemonshowdown.com/sprites/gen5/growlithe.png
Growlithe-Hisui,58,0.8,22.7,60,75,45,65,50,55,350,https://play.pokemonshowdown.com/sprites/gen5/growlithe-hisui.png
Arcanine,59,1.9,155,90,110,80,100,80,95,555,https://play.pokemonshowdown.com/sprites/gen5/arcanine.png
Arcanine-Hisui,59,2,168,95,115,80,95,80,90,555,https://play.pokemonshowdown.com/sprites/gen5/arcanine-hisui.png
Poliwag,60,0.6,12.4,40,50,40,40,40,90,300,https://play.pokemonshowdown.com/sprites/gen5/poliwag.png
Poliwhirl,61,1,20,65,65,65,50,50,90,385,https://play.pokemonshowdown.com/sprites/gen5/poliwhirl.png
Poliwrath,62,1.3,54,90,95,95,70,90,70,510,https://play.pokemonshowdown.com/sprites/gen5/poliwrath.png
Abra,63,0.9,19.5,25,20,15,105,55,90,310,https://play.pokemonshowdown.com/sprites/gen5/abra.png
Kadabra,64,1.3,56.5,40,35,30,120,70,105,400,https://play.pokemonshowdown.com/sprites/gen5/kadabra.png
Alakazam,65,1.5,48,55,50,45,135,95,120,500,https://play.pokemonshowdown.com/sprites/gen5/alakazam.png
Machop,66,0.8,19.5,70,80,50,35,35,35,305,https://play.pokemonshowdown.com/sprites/gen5/machop.png
Machoke,67,1.5,70.5,80,100,70,50,60,45,405,https://play.pokemonshowdown.com/sprites/gen5/machoke.png
Machamp,68,1.6,130,90,130,80,65,85,55,505,https://play.pokemonshowdown.com/sprites/gen5/machamp.png
Bellsprout,69,0.7,4,50,75,35,70,30,40,300,https://play.pokemonshowdown.com/sprites/gen5/bellsprout.png
Weepinbell,70,1,6.4,65,90,50,85,45,55,390,https://play.pokemonshowdown.com/sprites/gen5/weepinbell.png
Victreebel,71,1.7,15.5,80,105,65,100,70,70,490,https://play.pokemonshowdown.com/sprites/gen5/victreebel.png
Tentacool,72,0.9,45.5,40,40,35,50,100,70,335,https://play.pokemonshowdown.com/sprites/gen5/tentacool.png
Tentacruel,73,1.6,55,80,70,65,80,120,100,515,https://play.pokemonshowdown.com/sprites/gen5/tentacruel.png
Geodude,74,0.4,20,40,80,100,30,30,20,300,https://play.pokemonshowdown.com/sprites/gen5/geodude.png
Geodude-Alola,74,0.4,20.3,40,80,100,30,30,20,300,https://play.pokemonshowdown.com/sprites/gen5/geodude-alola.png
Graveler,75,1,105,55,95,115,45,45,35,390,https://play.pokemonshowdown.com/sprites/gen5/graveler.png
Graveler-Alola,75,1,110,55,95,115,45,45,35,390,https://play.pokemonshowdown.com/sprites/gen5/graveler-alola.png
Golem,76,1.4,300,80,120,130,55,65,45,495,https://play.pokemonshowdown.com/sprites/gen5/golem.png
Golem-Alola,76,1.7,316,80,120,130,55,65,45,495,https://play.pokemonshowdown.com/sprites/gen5/golem-alola.png
Ponyta,77,1,30,50,85,55,65,65,90,410,https://play.pokemonshowdown.com/sprites/gen5/ponyta.png
Ponyta-Galar,77,0.8,24,50,85,55,65,65,90,410,https://play.pokemonshowdown.com/sprites/gen5/ponyta-galar.png
Rapidash,78,1.7,95,65,100,70,80,80,105,500,https://play.pokemonshowdown.com/sprites/gen5/rapidash.png
Rapidash-Galar,78,1.7,80,65,100,70,80,80,105,500,https://play.pokemonshowdown.com/sprites/gen5/rapidash-galar.png
Slowpoke,79,1.2,36,90,65,65,40,40,15,315,https://play.pokemonshowdown.com/sprites/gen5/slowpoke.png
Slowpoke-Galar,79,1.2,36,90,65,65,40,40,15,315,https://play.pokemonshowdown.com/sprites/gen5/slowpoke-galar.png
Slowbro,80,1.6,78.5,95,75,110,100,80,30,490,https://play.pokemonshowdown.com/sprites/gen5/slowbro.png
Slowbro-Galar,80,1.6,70.5,95,100,95,100,70,30,490,https://play.pokemonshowdown.com/sprites/gen5/slowbro-galar.png
Magnemite,81,0.3,6,25,35,70,95,55,45,325,https://play.pokemonshowdown.com/sprites/gen5/magnemite.png
Magneton,82,1,60,50,60,95,120,70,70,465,https://play.pokemonshowdown.com/sprites/gen5/magneton.png
Farfetch'd,83,0.8,15,52,90,55,58,62,60,377,https://play.pokemonshowdown.com/sprites/gen5/farfetchd.png
Farfetch'd-Galar,83,0.8,15,52,95,55,58,62,55,377,https://play.pokemonshowdown.com/sprites/gen5/farfetchd-galar.png
Doduo,84,1.4,39.2,35,85,45,35,35,75,310,https://play.pokemonshowdown.com/sprites/gen5/doduo.png
Dodrio,85,1.8,85.2,60,110,70,60,60,110,470,https://play.pokemonshowdown.com/sprites/gen5/dodrio.png
Seel,86,1.1,90,65,45,55,45,70,45,325,https://play.pokemonshowdown.com/sprites/gen5/seel.png
Dewgong,87,1.7,120,90,70,80,70,95,70,475,https://play.pokemonshowdown.com/sprites/gen5/dewgong.png
Grimer,88,0.9,30,80,80,50,40,50,25,325,https://play.pokemonshowdown.com/sprites/gen5/grimer.png
Grimer-Alola,88,0.7,42,80,80,50,40,50,25,325,https://play.pokemonshowdown.com/sprites/gen5/grimer-alola.png
Muk,89,1.2,30,105,105,75,65,100,50,500,https://play.pokemonshowdown.com/sprites/gen5/muk.png
Muk-Alola,89,1,52,105,105,75,65,100,50,500,https://play.pokemonshowdown.com/sprites/gen5/muk-alola.png
Shellder,90,0.3,4,30,65,100,45,25,40,305,https://play.pokemonshowdown.com/sprites/gen5/shellder.png
Cloyster,91,1.5,132.5,50,95,180,85,45,70,525,https://play.pokemonshowdown.com/sprites/gen5/cloyster.png
Gastly,92,1.3,0.1,30,35,30,100,35,80,310,https://play.pokemonshowdown.com/sprites/gen5/gastly.png
Haunter,93,1.6,0.1,45,50,45,115,55,95,405,https://play.pokemonshowdown.com/sprites/gen5/haunter.png
Gengar,94,1.5,40.5,60,65,60,130,75,110,500,https://play.pokemonshowdown.com/sprites/gen5/gengar.png
Onix,95,8.8,210,35,45,160,30,45,70,385,https://play.pokemonshowdown.com/sprites/gen5/onix.png
Drowzee,96,1,32.4,60,48,45,43,90,42,328,https://play.pokemonshowdown.com/sprites/gen5/drowzee.png
Hypno,97,1.6,75.6,85,73,70,73,115,67,483,https://play.pokemonshowdown.com/sprites/gen5/hypno.png
Krabby,98,0.4,6.5,30,105,90,25,25,50,325,https://play.pokemonshowdown.com/sprites/gen5/krabby.png
Kingler,99,1.3,60,55,130,115,50,50,75,475,https://play.pokemonshowdown.com/sprites/gen5/kingler.png
Voltorb,100,0.5,10.4,40,30,50,55,55,100,330,https://play.pokemonshowdown.com/sprites/gen5/voltorb.png
Voltorb-Hisui,100,0.5,13,40,30,50,55,55,100,330,https://play.pokemonshowdown.com/sprites/gen5/voltorb-hisui.png
Electrode,101,1.2,66.6,60,50,70,80,80,150,490,https://play.pokemonshowdown.com/sprites/gen5/electrode.png
Electrode-Hisui,101,1.2,71,60,50,70,80,80,150,490,https://play.pokemonshowdown.com/sprites/gen5/electrode-hisui.png
Exeggcute,102,0.4,2.5,60,40,80,60,45,40,325,https://play.pokemonshowdown.com/sprites/gen5/exeggcute.png
Exeggutor,103,2,120,95,95,85,125,75,55,530,https://play.pokemonshowdown.com/sprites/gen5/exeggutor.png
Exeggutor-Alola,103,10.9,415.6,95,105,85,125,75,45,530,https://play.pokemonshowdown.com/sprites/gen5/exeggutor-alola.png
Cubone,104,0.4,6.5,50,50,95,40,50,35,320,https://play.pokemonshowdown.com/sprites/gen5/cubone.png
Marowak,105,1,45,60,80,110,50,80,45,425,https://play.pokemonshowdown.com/sprites/gen5/marowak.png
Marowak-Alone,105,1,34,60,80,110,50,80,45,425,https://play.pokemonshowdown.com/sprites/gen5/marowak-alola.png
Hitmonlee,106,1.5,49.8,50,120,53,35,110,87,455,https://play.pokemonshowdown.com/sprites/gen5/hitmonlee.png
Hitmonchan,107,1.4,50.2,50,105,79,35,110,76,455,https://play.pokemonshowdown.com/sprites/gen5/hitmonchan.png
Lickitung,108,1.2,65.5,90,55,75,60,75,30,385,https://play.pokemonshowdown.com/sprites/gen5/lickitung.png
Koffing,109,0.6,1,40,65,95,60,45,35,340,https://play.pokemonshowdown.com/sprites/gen5/koffing.png
Weezing,110,1.2,9.5,65,90,120,85,70,60,490,https://play.pokemonshowdown.com/sprites/gen5/weezing.png
Weezing-Galar,110,3,16,65,90,120,85,70,60,490,https://play.pokemonshowdown.com/sprites/gen5/weezing-galar.png
Rhyhorn,111,1,115,80,85,95,30,30,25,345,https://play.pokemonshowdown.com/sprites/gen5/rhyhorn.png
Rhydon,112,1.9,120,105,130,120,45,45,40,485,https://play.pokemonshowdown.com/sprites/gen5/rhydon.png
Chansey,113,1.1,34.6,250,5,5,35,105,50,450,https://play.pokemonshowdown.com/sprites/gen5/chansey.png
Tangela,114,1,35,65,55,115,100,40,60,435,https://play.pokemonshowdown.com/sprites/gen5/tangela.png
Kangaskhan,115,2.2,80,105,95,80,40,80,90,490,https://play.pokemonshowdown.com/sprites/gen5/kangaskhan.png
Horsea,116,0.4,8,30,40,70,70,25,60,295,https://play.pokemonshowdown.com/sprites/gen5/horsea.png
Seadra,117,1.2,25,55,65,95,95,45,85,440,https://play.pokemonshowdown.com/sprites/gen5/seadra.png
Goldeen,118,0.6,15,45,67,60,35,50,63,320,https://play.pokemonshowdown.com/sprites/gen5/goldeen.png
Seaking,119,1.3,39,80,92,65,65,80,68,450,https://play.pokemonshowdown.com/sprites/gen5/seaking.png
Staryu,120,0.8,34.5,30,45,55,70,55,85,340,https://play.pokemonshowdown.com/sprites/gen5/staryu.png
Starmie,121,1.1,80,60,75,85,100,85,115,520,https://play.pokemonshowdown.com/sprites/gen5/starmie.png
Mr. Mime,122,1.3,54.5,40,45,65,100,120,90,460,https://play.pokemonshowdown.com/sprites/gen5/mrmime.png
Mr. Mime-Galar,122,1.4,56.8,50,65,65,90,90,100,460,https://play.pokemonshowdown.com/sprites/gen5/mrmime-galar.png
Scyther,123,1.5,56,70,110,80,55,80,105,500,https://play.pokemonshowdown.com/sprites/gen5/scyther.png
Jynx,124,1.4,40.6,65,50,35,115,95,95,455,https://play.pokemonshowdown.com/sprites/gen5/jynx.png
Electabuzz,125,1.1,30,65,83,57,95,85,105,490,https://play.pokemonshowdown.com/sprites/gen5/electabuzz.png
Magmar,126,1.3,44.5,65,95,57,100,85,93,495,https://play.pokemonshowdown.com/sprites/gen5/magmar.png
Pinsir,127,1.5,55,65,125,100,55,70,85,500,https://play.pokemonshowdown.com/sprites/gen5/pinsir.png
Tauros,128,1.4,88.4,75,100,95,40,70,110,490,https://play.pokemonshowdown.com/sprites/gen5/tauros.png
Tauros-Paldea-Aqua,128,1.4,88.4,75,110,105,30,70,100,490,https://play.pokemonshowdown.com/sprites/gen5/tauros-paldeaaqua.png
Tauros-Paldea-Blaze,128,1.4,88.4,75,110,105,30,70,100,490,https://play.pokemonshowdown.com/sprites/gen5/tauros-paldeablaze.png
Tauros-Paldea-Combat,128,1.4,88.4,75,110,105,30,70,100,490,https://play.pokemonshowdown.com/sprites/gen5/tauros-paldeacombat.png
Magikarp,129,0.9,10,20,10,55,15,20,80,200,https://play.pokemonshowdown.com/sprites/gen5/magikarp.png
Gyarados,130,6.5,235,95,125,79,60,100,81,540,https://play.pokemonshowdown.com/sprites/gen5/gyarados.png
Lapras,131,2.5,220,130,85,80,85,95,60,535,https://play.pokemonshowdown.com/sprites/gen5/lapras.png
Ditto,132,0.3,4,48,48,48,48,48,48,288,https://play.pokemonshowdown.com/sprites/gen5/ditto.png
Eevee,133,0.3,6.5,55,55,50,45,65,55,325,https://play.pokemonshowdown.com/sprites/gen5/eevee.png
Vaporeon,134,1,29,130,65,60,110,95,65,525,https://play.pokemonshowdown.com/sprites/gen5/vaporeon.png
Jolteon,135,0.8,24.5,65,65,60,110,95,130,525,https://play.pokemonshowdown.com/sprites/gen5/jolteon.png
Flareon,136,0.9,25,65,130,60,95,110,65,525,https://play.pokemonshowdown.com/sprites/gen5/flareon.png
Porygon,137,0.8,36.5,65,60,70,85,75,40,395,https://play.pokemonshowdown.com/sprites/gen5/porygon.png
Omanyte,138,0.4,7.5,35,40,100,90,55,35,355,https://play.pokemonshowdown.com/sprites/gen5/omanyte.png
Omastar,139,1,35,70,60,125,115,70,55,495,https://play.pokemonshowdown.com/sprites/gen5/omastar.png
Kabuto,140,0.5,11.5,30,80,90,55,45,55,355,https://play.pokemonshowdown.com/sprites/gen5/kabuto.png
Kabutops,141,1.3,40.5,60,115,105,65,70,80,495,https://play.pokemonshowdown.com/sprites/gen5/kabutops.png
Aerodactyl,142,1.8,59,80,105,65,60,75,130,515,https://play.pokemonshowdown.com/sprites/gen5/aerodactyl.png
Snorlax,143,2.1,460,160,110,65,65,110,30,540,https://play.pokemonshowdown.com/sprites/gen5/snorlax.png
Articuno,144,1.7,55.4,90,85,100,95,125,85,580,https://play.pokemonshowdown.com/sprites/gen5/articuno.png
Articuno-Galar,144,1.7,50.9,90,85,85,125,100,95,580,https://play.pokemonshowdown.com/sprites/gen5/articuno-galar.png
Zapdos,145,1.6,52.6,90,90,85,125,90,100,580,https://play.pokemonshowdown.com/sprites/gen5/zapdos.png
Zapdos-Galar,145,1.6,58.2,90,125,90,85,90,100,580,https://play.pokemonshowdown.com/sprites/gen5/zapdos-galar.png
Moltres,146,2,60,90,100,90,125,85,90,580,https://play.pokemonshowdown.com/sprites/gen5/moltres.png
Moltres-Galar,146,2,66,90,85,90,100,125,90,580,https://play.pokemonshowdown.com/sprites/gen5/moltres-galar.png
Dratini,147,1.8,3.3,41,64,45,50,50,50,300,https://play.pokemonshowdown.com/sprites/gen5/dratini.png
Dragonair,148,4,16.5,61,84,65,70,70,70,420,https://play.pokemonshowdown.com/sprites/gen5/dragonair.png
Dragonite,149,2.2,210,91,134,95,100,100,80,600,https://play.pokemonshowdown.com/sprites/gen5/dragonite.png
Mewtwo,150,2,122,106,110,90,154,90,130,680,https://play.pokemonshowdown.com/sprites/gen5/mewtwo.png
Mew,151,0.4,4,100,100,100,100,100,100,600,https://play.pokemonshowdown.com/sprites/gen5/mew.png
