Pokemon, Number, height, weight, HP, Attack, Defense, Sp. Atk, Sp. Def, Speed, total, Sprite
Masquerain,284,0.8,3.6,70,60,62,100,82,80,454,https://play.pokemonshowdown.com/sprites/gen5/masquerain.png
Shroomish,285,0.4,4.5,60,40,60,40,60,35,295,https://play.pokemonshowdown.com/sprites/gen5/shroomish.png
Breloom,286,1.2,39.2,60,130,80,60,60,70,460,https://play.pokemonshowdown.com/sprites/gen5/breloom.png
Slakoth,287,0.8,24,60,60,60,35,35,30,280,https://play.pokemonshowdown.com/sprites/gen5/slakoth.png
Vigoroth,288,1.4,46.5,80,80,80,55,55,90,440,https://play.pokemonshowdown.com/sprites/gen5/vigoroth.png
Slaking,289,2,130.5,150,160,100,95,65,100,670,https://play.pokemonshowdown.com/sprites/gen5/slaking.png
Nincada,290,0.5,5.5,31,45,90,30,30,40,266,https://play.pokemonshowdown.com/sprites/gen5/nincada.png
Ninjask,291,0.8,12,61,90,45,50,50,160,456,https://play.pokemonshowdown.com/sprites/gen5/ninjask.png
Shedinja,292,0.8,1.2,1,90,45,30,30,40,236,https://play.pokemonshowdown.com/sprites/gen5/shedinja.png
Whismur,293,0.6,16.3,64,51,23,51,23,28,240,https://play.pokemonshowdown.com/sprites/gen5/whismur.png
Loudred,294,1,40.5,84,71,43,71,43,48,360,https://play.pokemonshowdown.com/sprites/gen5/loudred.png
Exploud,295,1.5,84,104,91,63,91,73,68,490,https://play.pokemonshowdown.com/sprites/gen5/exploud.png
Makuhita,296,1,86.4,72,60,30,20,30,25,237,https://play.pokemonshowdown.com/sprites/gen5/makuhita.png
Hariyama,297,2.3,253.8,144,120,60,40,60,50,474,https://play.pokemonshowdown.com/sprites/gen5/hariyama.png
Azurill,298,0.2,2,50,20,40,20,40,20,190,https://play.pokemonshowdown.com/sprites/gen5/azurill.png
Nosepass,299,1,97,30,45,135,45,90,30,375,https://play.pokemonshowdown.com/sprites/gen5/nosepass.png
Skitty,300,0.6,11,50,45,45,35,35,50,260,https://play.pokemonshowdown.com/sprites/gen5/skitty.png
Delcatty,301,1.1,32.6,70,65,65,55,55,90,400,https://play.pokemonshowdown.com/sprites/gen5/delcatty.png
Sableye,302,0.5,11,50,75,75,65,65,50,380,https://play.pokemonshowdown.com/sprites/gen5/sableye.png
Mawile,303,0.6,11.5,50,85,85,55,55,50,380,https://play.pokemonshowdown.com/sprites/gen5/mawile.png
Aron,304,0.4,60,50,70,100,40,40,30,330,https://play.pokemonshowdown.com/sprites/gen5/aron.png
Lairon,305,0.9,120,60,90,140,50,50,40,430,https://play.pokemonshowdown.com/sprites/gen5/lairon.png
Aggron,306,2.1,360,70,110,180,60,60,50,530,https://play.pokemonshowdown.com/sprites/gen5/aggron.png
Meditite,307,0.6,11.2,30,40,55,40,55,60,280,https://play.pokemonshowdown.com/sprites/gen5/meditite.png
Medicham,308,1.3,31.5,60,60,75,60,75,80,410,https://play.pokemonshowdown.com/sprites/gen5/medicham.png
Electrike,309,0.6,15.2,40,45,40,65,40,65,295,https://play.pokemonshowdown.com/sprites/gen5/electrike.png
Manectric,310,1.5,40.2,70,75,60,105,60,105,475,https://play.pokemonshowdown.com/sprites/gen5/manectric.png
Plusle,311,0.4,4.2,60,50,40,85,75,95,405,https://play.pokemonshowdown.com/sprites/gen5/plusle.png
Minun,312,0.4,4.2,60,40,50,75,85,95,405,https://play.pokemonshowdown.com/sprites/gen5/minun.png
Volbeat,313,0.7,17.7,65,73,75,47,85,85,430,https://play.pokemonshowdown.com/sprites/gen5/volbeat.png
Illumise,314,0.6,17.7,65,47,75,73,85,85,430,https://play.pokemonshowdown.com/sprites/gen5/illumise.png
Roselia,315,0.3,2,50,60,45,100,80,65,400,https://play.pokemonshowdown.com/sprites/gen5/roselia.png
Gulpin,316,0.4,10.3,70,43,53,43,53,40,302,https://play.pokemonshowdown.com/sprites/gen5/gulpin.png
Swalot,317,1.7,80,100,73,83,73,83,55,467,https://play.pokemonshowdown.com/sprites/gen5/swalot.png
Carvanha,318,0.8,20.8,45,90,20,65,20,65,305,https://play.pokemonshowdown.com/sprites/gen5/carvanha.png
Sharpedo,319,1.8,88.8,70,120,40,95,40,95,460,https://play.pokemonshowdown.com/sprites/gen5/sharpedo.png
Wailmer,320,2,130,130,70,35,70,35,60,400,https://play.pokemonshowdown.com/sprites/gen5/wailmer.png
Wailord,321,14.5,398,170,90,45,90,45,60,500,https://play.pokemonshowdown.com/sprites/gen5/wailord.png
Numel,322,0.7,24,60,60,40,65,45,35,305,https://play.pokemonshowdown.com/sprites/gen5/numel.png
Camerupt,323,1.9,220,70,100,70,105,75,40,460,https://play.pokemonshowdown.com/sprites/gen5/camerupt.png
Torkoal,324,0.5,80.4,70,85,140,85,70,20,470,https://play.pokemonshowdown.com/sprites/gen5/torkoal.png
Spoink,325,0.7,30.6,60,25,35,70,80,60,330,https://play.pokemonshowdown.com/sprites/gen5/spoink.png
Grumpig,326,0.9,71.5,80,45,65,90,110,80,470,https://play.pokemonshowdown.com/sprites/gen5/grumpig.png
Spinda,327,1.1,5,60,60,60,60,60,60,360,https://play.pokemonshowdown.com/sprites/gen5/spinda.png
Trapinch,328,0.7,15,45,100,45,45,45,10,290,https://play.pokemonshowdown.com/sprites/gen5/trapinch.png
Vibrava,329,1.1,15.3,50,70,50,50,50,70,340,https://play.pokemonshowdown.com/sprites/gen5/vibrava.png
Flygon,330,2,82,80,100,80,80,80,100,520,https://play.pokemonshowdown.com/sprites/gen5/flygon.png
Cacnea,331,0.4,51.3,50,85,40,85,40,35,335,https://play.pokemonshowdown.com/sprites/gen5/cacnea.png
Cacturne,332,1.3,77.4,70,115,60,115,60,55,475,https://play.pokemonshowdown.com/sprites/gen5/cacturne.png
Swablu,333,0.4,1.2,45,40,60,40,75,50,310,https://play.pokemonshowdown.com/sprites/gen5/swablu.png
Altaria,334,1.1,20.6,75,70,90,70,105,80,490,https://play.pokemonshowdown.com/sprites/gen5/altaria.png
Zangoose,335,1.3,40.3,73,115,60,60,60,90,458,https://play.pokemonshowdown.com/sprites/gen5/zangoose.png
Seviper,336,2.7,52.5,73,100,60,100,60,65,458,https://play.pokemonshowdown.com/sprites/gen5/seviper.png
Lunatone,337,1,168,90,55,65,95,85,70,460,https://play.pokemonshowdown.com/sprites/gen5/lunatone.png
Solrock,338,1.2,154,90,95,85,55,65,70,460,https://play.pokemonshowdown.com/sprites/gen5/solrock.png
Barboach,339,0.4,1.9,50,48,43,46,41,60,288,https://play.pokemonshowdown.com/sprites/gen5/barboach.png
Whiscash,340,0.9,23.6,110,78,73,76,71,60,468,https://play.pokemonshowdown.com/sprites/gen5/whiscash.png
Corphish,341,0.6,11.5,43,80,65,50,35,35,308,https://play.pokemonshowdown.com/sprites/gen5/corphish.png
Crawdaunt,342,1.1,32.8,63,120,85,90,55,55,468,https://play.pokemonshowdown.com/sprites/gen5/crawdaunt.png
Baltoy,343,0.5,21.5,40,40,55,40,70,55,300,https://play.pokemonshowdown.com/sprites/gen5/baltoy.png
Claydol,344,1.5,108,60,70,105,70,120,75,500,https://play.pokemonshowdown.com/sprites/gen5/claydol.png
Lileep,345,1,23.8,66,41,77,61,87,23,355,https://play.pokemonshowdown.com/sprites/gen5/lileep.png
Cradily,346,1.5,60.4,86,81,97,81,107,43,495,https://play.pokemonshowdown.com/sprites/gen5/cradily.png
Anorith,347,0.7,12.5,45,95,50,40,50,75,355,https://play.pokemonshowdown.com/sprites/gen5/anorith.png
Armaldo,348,1.5,68.2,75,125,100,70,80,45,495,https://play.pokemonshowdown.com/sprites/gen5/armaldo.png
Feebas,349,0.6,7.4,20,15,20,10,55,80,200,https://play.pokemonshowdown.com/sprites/gen5/feebas.png
Milotic,350,6.2,162,95,60,79,100,125,81,540,https://play.pokemonshowdown.com/sprites/gen5/milotic.png
Castform,351,0.3,0.8,70,70,70,70,70,70,420,https://play.pokemonshowdown.com/sprites/gen5/castform.png
Kecleon,352,1,22,60,90,70,60,120,40,440,https://play.pokemonshowdown.com/sprites/gen5/kecleon.png
Shuppet,353,0.6,2.3,44,75,35,63,33,45,295,https://play.pokemonshowdown.com/sprites/gen5/shuppet.png
Banette,354,1.1,12.5,64,115,65,83,63,65,455,https://play.pokemonshowdown.com/sprites/gen5/banette.png
Duskull,355,0.8,15,20,40,90,30,90,25,295,https://play.pokemonshowdown.com/sprites/gen5/duskull.png
Dusclops,356,1.6,30.6,40,70,130,60,130,25,455,https://play.pokemonshowdown.com/sprites/gen5/dusclops.png
Tropius,357,2,100,99,68,83,72,87,51,460,https://play.pokemonshowdown.com/sprites/gen5/tropius.png
Chimecho,358,0.6,1,75,50,80,95,90,65,455,https://play.pokemonshowdown.com/sprites/gen5/chimecho.png
Absol,359,1.2,47,65,130,60,75,60,75,465,https://play.pokemonshowdown.com/sprites/gen5/absol.png
Wynaut,360,0.6,14,95,23,48,23,48,23,260,https://play.pokemonshowdown.com/sprites/gen5/wynaut.png
Snorunt,361,0.7,16.8,50,50,50,50,50,50,300,https://play.pokemonshowdown.com/sprites/gen5/snorunt.png
Glalie,362,1.5,256.5,80,80,80,80,80,80,480,https://play.pokemonshowdown.com/sprites/gen5/glalie.png
Spheal,363,0.8,39.5,70,40,50,55,50,25,290,https://play.pokemonshowdown.com/sprites/gen5/spheal.png
Sealeo,364,1.1,87.6,90,60,70,75,70,45,410,https://play.pokemonshowdown.com/sprites/gen5/sealeo.png
Walrein,365,1.4,150.6,110,80,90,95,90,65,530,https://play.pokemonshowdown.com/sprites/gen5/walrein.png
Clamperl,366,0.4,52.5,35,64,85,74,55,32,345,https://play.pokemonshowdown.com/sprites/gen5/clamperl.png
Huntail,367,1.7,27,55,104,105,94,75,52,485,https://play.pokemonshowdown.com/sprites/gen5/huntail.png
Gorebyss,368,1.8,22.6,55,84,105,114,75,52,485,https://play.pokemonshowdown.com/sprites/gen5/gorebyss.png
Relicanth,369,1,23.4,100,90,130,45,65,55,485,https://play.pokemonshowdown.com/sprites/gen5/relicanth.png
Luvdisc,370,0.6,8.7,43,30,55,40,65,97,330,https://play.pokemonshowdown.com/sprites/gen5/luvdisc.png
Bagon,371,0.6,42.1,45,75,60,40,30,50,300,https://play.pokemonshowdown.com/sprites/gen5/bagon.png
Shelgon,372,1.1,110.5,65,95,100,60,50,50,420,https://play.pokemonshowdown.com/sprites/gen5/shelgon.png
Salamence,373,1.5,102.6,95,135,80,110,80,100,600,https://play.pokemonshowdown.com/sprites/gen5/salamence.png
Beldum,374,0.6,95.2,40,55,80,35,60,30,300,https://play.pokemonshowdown.com/sprites/gen5/beldum.png
Metang,375,1.2,202.5,60,75,100,55,80,50,420,https://play.pokemonshowdown.com/sprites/gen5/metang.png
Metagross,376,1.6,550,80,135,130,95,90,70,600,https://play.pokemonshowdown.com/sprites/gen5/metagross.png
Regirock,377,1.7,230,80,100,200,50,100,50,580,https://play.pokemonshowdown.com/sprites/gen5/regirock.png
Regice,378,1.8,175,80,50,100,100,200,50,580,https://play.pokemonshowdown.com/sprites/gen5/regice.png
Registeel,379,1.9,205,80,75,150,75,150,50,580,https://play.pokemonshowdown.com/sprites/gen5/registeel.png
Latias,380,1.4,40,80,80,90,110,130,110,600,https://play.pokemonshowdown.com/sprites/gen5/latias.png
Latios,381,2,60,80,90,80,130,110,110,600,https://play.pokemonshowdown.com/sprites/gen5/latios.png
Kyogre,382,4.5,352,100,100,90,150,140,90,670,https://play.pokemonshowdown.com/sprites/gen5/kyogre.png
Groudon,383,3.5,950,100,150,140,100,90,90,670,https://play.pokemonshowdown.com/sprites/gen5/groudon.png
Rayquaza,384,7,206.5,105,150,90,150,90,95,680,https://play.pokemonshowdown.com/sprites/gen5/rayquaza.png
Jirachi,385,0.3,1.1,100,100,100,100,100,100,600,https://play.pokemonshowdown.com/sprites/gen5/jirachi.png
Deoxys,386,1.7,60.8,50,150,50,150,50,150,600,https://play.pokemonshowdown.com/sprites/gen5/deoxys.png
